Company/Brand,HeadQuarter,Sector,What it does,Amount($),Funding Year
Solethreads,Gurgaon,Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,1000000.0,2021
Beldara,Mumbai,E-commerce,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",7400000.0,2021
CredFlow,Delhi,FinTech,CredFlow provides financial solutions to automate your cashflows.,2000000.0,2021
Do Your Thng,Gurgaon,Marketing,World's first shared economy platform for digital assets.,1500000.0,2021
Oye Rickshaw,Gurgaon,Transportation,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,3000000.0,2021
Legitquest,Delhi,LegalTech,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,600000.0,2021
Swiggy,Bangalore,Food delivery,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,800000000.0,2021
AntWak,Bangalore,EdTech,AntWak provides a video platform for e-learning service.,10.0,2021
PlayShifu,Bangalore,EdTech,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,17000000.0,2021
Pitstop,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,3500000.0,2021
Lendingkart,Gujarat,FinTech,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,15000000.0,2021
CRED,Bangalore,FinTech,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,215000000.0,2021
Karnival,Bangalore,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2500000.0,2021
PharmEasy,Mumbai,HealthTech,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",350000000.0,2021
WESS,Mumbai,Renewable Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2000000.0,2021
ShopSe,Mumbai,FinTech,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,5500000.0,2021
Fantasy Akhada,Gurgaon,Fantasy sports,Fantasy Akhada offers fantasy sports platform for cricket and football.,600000.0,2021
Rage Coffee,Delhi,Food & Beverages,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,10.0,2021
Groww,Bangalore,FinTech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,83000000.0,2021
Avanti Finance,Bangalore,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,26000000.0,2021
Kudos,Pune,FinTech,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",10.0,2021
OfBusiness,Gurgaon,FinTech,OfBusiness is a financing platform that offers smart financing to SMEs.,110000000.0,2021
Superpro.ai,Bangalore,Video communication,Enabling independent professionals to bring offline consulting online with AI,3000000.0,2021
ShareChat,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,500000000.0,2021
WiT-ACE,Gurgaon,Skill development,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",1000000.0,2021
Spinny,Gurgaon,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,65000000.0,2021
Alteria Capital,Mumbai,FinTech,Alteria Capital is a Venture debt firm .,150000000000.0,2021
Safexpay,Thane,FinTech,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,6000000.0,2021
PumPumPum,Gurgaon,Rental,Pumpumpum is a car rental company.,700000.0,2021
Speciale Invest,Bangalore,FinTech,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,10000000.0,2021
Eunimart,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,700000.0,2021
Meesho,Bangalore,E-commerce,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,300000000.0,2021
CareerLabs,Bangalore,EdTech,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2200000.0,2021
Uable,Bangalore,EdTech,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,35000000.0,2021
Zoko,Bangalore,Tech Startup,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",140000000.0,2021
GetWork,Gurgaon,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,200000.0,2021
Easebuzz,Pune,E-commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,4000000.0,2021
Chingari,Bangalore,Social Media,Chingari operates as a short video platform.,13000000.0,2021
DusMinute,Bangalore,Retail,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,1100000.0,2021
Karbon Card,Bangalore,FinTech,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,10.0,2021
Factors.AI,Bangalore,SaaS startup,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2000000.0,2021
Elevar,Mumbai,Sports,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2000000.0,2021
Studio Sirah,Bangalore,Computer Games,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,800000.0,2021
OTO Capital,Mumbai,FinTech,The Future Of Vehicle Ownership!,6000000.0,2021
1Bridge,Bangalore,Consumer Goods,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2500000.0,2021
Skeps,Gurgaon,FinTech,"A blockchain products company, developing a proprietary product in the FinTech space",9500000.0,2021
Curefoods,Bangalore,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,13000000.0,2021
TartanSense,Bangalore,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,5000000.0,2021
Bewakoof,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",8000000.0,2021
Kirana247,Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,1000000.0,2021
NeoDocs,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",10.0,2021
IsGoingOnline,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,200000.0,2021
Camp K12,Gurgaon,EdTech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",12000000.0,2021
Elda Health,Bangalore,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",1500000.0,2021
Sporjo,Mumbai,SportsTech,A one stop destination to build a successful career in the Indian sports industry!,2000000.0,2021
Advantage Club,Mumbai,HRTech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",1700000.0,2021
SuperGaming,Pune,Gaming,"At SuperGaming, building India's best gaming company.",5500000.0,2021
Ruptok,Delhi,FinTech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",1000000.0,2021
Curefoods,Bangalore,Food & Beverages,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,13000000.0,2021
TartanSense,Bangalore,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,5000000.0,2021
Bewakoof,Mumbai,Apparel & Fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",8000000.0,2021
Kirana247,Delhi,Logistics & Supply Chain,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,1000000.0,2021
NeoDocs,Mumbai,Healthtech,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",10.0,2021
IsGoingOnline,Cochin,Retail,Kochi-based digital catalogue and marketplace IsGoingOnline,200000.0,2021
Camp K12,Gurgaon,EdTech,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",12000000.0,2021
Elda Health,Bangalore,Healthcare,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",1500000.0,2021
Sporjo,Mumbai,SportsTech,A one stop destination to build a successful career in the Indian sports industry!,2000000.0,2021
Advantage Club,Mumbai,HRTech,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",1700000.0,2021
SuperGaming,Pune,Gaming,"At SuperGaming, building India's best gaming company.",5500000.0,2021
Ruptok,Delhi,FinTech,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",1000000.0,2021
O’ Be Cocktails,Bangalore,Wine & Spirits,India’s first and only Ready to Drink Premium Cocktails.,400000.0,2021
Zetwerk,Bangalore,Mechanical & Industrial Engineering,ZETWERK is a universal manufacturing network powered by new-age technology.,150000000.0,2021
AppsForBharat,Bangalore,Spiritual,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",4000000.0,2021
Imagimake,Mumbai,Consumer Goods,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",10.0,2021
Khatabook,Bangalore,Financial Services,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,100000000.0,2021
Smytten,Gurgaon,Consumer Goods,India's largest premium discovery and trial platform!,6000000.0,2021
Syook,Bangalore,Industrial Automation,Syook is building the next generation enterprise IOT platform.,1000000.0,2021
Akudo,Bangalore,FinTech,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,10.0,2021
NOTO,Mumbai,Consumer Goods,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",500000.0,2021
Lumiq,Noida,Information Technology,Help enterprises monetize their data and reinvent the digital transformation journey.,2000000.0,2021
CommerceUp,Gurgaon,Information Technology,Grow and manage ecommerce business from single dashboard,10.0,2021
Breathe Well-being,Gurgaon,Health,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",5500000.0,2021
Hike,Delhi,Information Technology,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,10.0,2021
House of Kieraya,Bangalore,Lifestyle,"House of Kieraya, well-known for furniture and lifestyle rental brand ﻿Furlenco",15000000.0,2021
goEgoNetwork,Pune,Automotive,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2000000.0,2021
Probus,Delhi,IoT,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",500000.0,2021
DrinkPrime,Bangalore,Consumer Goods,India's Smartest Water Purifiers and are redefining water purifier ownership.,1000000.0,2021
Smart Express,Mumbai,Logistics,India’s Most Innovative and Awarded Express Logistics Company.,10000000.0,2021
Smallcase,Bangalore,FinTech,Smallcase is a new way to invest in the stock markets.,40000000.0,2021
SATYA MicroCapital,Delhi,Banking,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,10000000.0,2021
Snack Amor,Mumbai,Food & Beverages,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",10.0,2021
Postman,Bangalore,Computer software,Postman is the collaboration platform for API development.,225000000.0,2021
Hashnode,Bangalore,Computer software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,6700000.0,2021
RACEnergy,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,1300000.0,2021
BharatPe,Delhi,FinTech,The vision to make financial inclusion a reality for Indian merchants.,20000000.0,2021
Gyde,Pune,Computer software,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",250000.0,2021
BatteryPool,Pune,Automotive,Building the Operating System for managing Electric Vehicles in fleets.,10.0,2021
AgNext,Chandigarh,AgriTech,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",21000000.0,2021
Xpresslane,Bangalore,Tech startup,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",400000.0,2021
LoanKuber,Delhi,Digital mortgage,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,1200000.0,2021
OYO,Gurgaon,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,5000000.0,2021
Rapido,Bangalore,Information Technology & Services,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,52000000.0,2021
YPay,Noida,FinTech,YPay Card is the new way to manage money.,400000.0,2021
SleepyCat,Mumbai,Furniture,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,3800000.0,2021
Ultrahuman,Bangalore,Healthcare,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,17500000.0,2021
UpScalio,Gurgaon,E-commerce,"UpScalio is India’s next generation, data-driven consumer goods company.",42000000.0,2021
Yellow Class,Gurgaon,EdTech,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",6000000.0,2021
Yojak,Gurgaon,B2B marketplace,India’s first B2B online marketplace for building material.,3800000.0,2021
CreatorStack,Bangalore,Computer software,Helping creators globally to engage deeply with their fans and communities,2000000.0,2021
Expertrons,Mumbai,EdTech,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2300000.0,2021
Rage Coffee,Delhi,Food & Beverages,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",5000000.0,2021
Klub,Bangalore,Financial Services,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,20000000.0,2021
Navia Life Care,Delhi,Healtcare,Navia Life Care is a health technlogy company with a special focus on patient care.,1000000.0,2021
1K Kirana Bazaar,Gurgaon,Retail,India's First and Largest Network of Small-Town Kirana Stores,7000000.0,2021
Zupee,Gurgaon,Gaming,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",30000000.0,2021
Locale.ai,Bangalore,Location Analytics,Location Analytics for Companies With Moving Assets and Ground Operations.,1000000.0,2021
VerSe Innovation,Bangalore,Media,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",450000000.0,2021
MetroRide,Bangalore,Transportation,"Urban Mobility Affordable, Punctual & Sustainable.",10.0,2021
Miko,Mumbai,Consumer Electronics,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",28000000.0,2021
Whiz League,Delhi,EdTech,Revolutionizing learning experience that goes beyond academia,300000.0,2021
Hash,Delhi,Tobacco,Hash is a new startup in consumer goods.,3500000.0,2021
Unacademy,Bangalore,EdTech,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,10.0,2021
Log 9 Materials,Bangalore,Deeptech,Log9 Materials is on a mission to make global energy 100% clean.,8500000.0,2021
upGrad,Mumbai,EdTech,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",25000000.0,2021
FlashPrep,Bangalore,EdTech,FlashPrep is the smart way to master learning.,500000.0,2021
Kenko Health,Mumbai,Insuretech,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",1700000.0,2021
Wiz Freight,Chennai,Logistics & Supply Chain,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",3500000.0,2021
Credgenics,Delhi,Financial Services,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,25000000.0,2021
BlueLearn,Goa,EdTech,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",400000.0,2021
NimbleBox.ai,Chennai,MLOps platform,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,1000000.0,2021
Pickrr,Gurgaon,Logistics & Supply Chain,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,12000000.0,2021
Stellaris Venture Partners,Bangalore,Venture Capital,Early-stage tech VC in India.,225000000.0,2021
Grip Invest,Gurgaon,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",3000000.0,2021
Heads Up For Tails,Delhi,Pet care,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",37000000.0,2021
Blue Tokai Coffee Roasters,Delhi,Food & Beverages,"Source, roast, and brew India's best single-origin Arabica coffee.",2000000.0,2021
Neeman,Hyderabad,Consumer Goods,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2000000.0,2021
BharatPe,Delhi,FinTech,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",370000000.0,2021
GoSats,Bangalore,FinTech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,700000.0,2021
StockGro,Bangalore,FinTech,Making Investment Social- India's First Social Trading Platform,5000000.0,2021
Onsurity,Bangalore,Healthcare,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",16000000.0,2021
Khabri,Gurgaon,Media,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2000000.0,2021
Celcius,Mumbai,Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,2021
AyuRythm,Bangalore,Healthcare,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,10.0,2021
Enguru,Bangalore,EdTech,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,10.0,2021
Rocket Skills,Gurgaon,EdTech,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,200000.0,2021
RenewBuy,Gurgaon,FinTech,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",10000000.0,2021
Faarms,Bangalore,AgriTech,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2000000.0,2021
UrbanMatrix Technologies,Chennai,Drone,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,100000.0,2021
Jupiter,Mumbai,Banking,"A digital banking experience that keeps pace with you, and helps master money too.",44000000.0,2021
Pixuate,Bangalore,Deeptech,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",1000000.0,2021
Playo,Bangalore,SportsTech,Playo is a one stop destination app for all things sports,500000.0,2021
Toothsi,Mumbai,Health,India’s first and largest at home smile makeover service using invisible aligners.,20000000.0,2021
Soothe Healthcare,Delhi,Consumer Goods,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",10000000.0,2021
Goodmeetings,Bangalore,Computer software,AI-Based Platform Built Exclusively for Remote Selling,1700000.0,2021
Apnaklub,Bangalore,Wholesale,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,3500000.0,2021
ChefKart,Gurgaon,Consumer Goods,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",300000.0,2021
Fashinza,Gurgaon,Apparel & Fashion,A new-age supply chain and product development platform for the fashion industry.,20000000.0,2021
Fabheads,Chennai,Industrial Automation,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,10.0,2021
QuickShift,Pune,Logistics & Supply Chain,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",770000.0,2021
StackBOX,Bangalore,Logistics & Supply Chain,DISTRIBUTION SIMPLIFIED,1200000.0,2021
MedPrime Technologies,Thane,Healthcare,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",10.0,2021
infra.market,Thane,Construction,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,125000000.0,2021
CollegeDekho,Gurgaon,E-learning,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",35000000.0,2021
BOX8,Mumbai,Food & Beverages,India's Largest Desi Meals Brand,40000000.0,2021
Simpl,Bangalore,Consumer Services,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",40000000.0,2021
8i Ventures,Mumbai,Venture Capital & Private Equity,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,50000000.0,2021
PayGlocal,Bangalore,Financial Services,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,2021
Curefit,Bangalore,"Health, Wellness & Fitness",Tata Digital-backed Curefit,145000000.0,2021
Pocket FM,Bangalore,OTT,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",22000000.0,2021
CHARGE+ZONE,Vadodara,Automotive,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,10000000.0,2021
PlanetSpark,Gurgaon,Education Management,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,2021
LenDenClub,Mumbai,Financial Services,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,10000000.0,2021
CometChat,Mumbai,Computer Software,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",10000000.0,2021
AgroStar,Pune,AgriTech,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",70000000.0,2021
Bizongo,Mumbai,Information Technology & Services,Bizongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021
Probus Insurance,Mumbai,Insurance,Probus Insurance is a leading InsurTech platform in India.,6700000.0,2021
MoEngage,Bangalore,Software Startup,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,30000000.0,2021
CloudSEK,Bangalore,Computer & Network Security,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,7000000.0,2021
Exponent Energy,Bangalore,Automotive,Simplifying energy for EVs by building a Flexible Energy Stack.,5000000.0,2021
Trinkerr,Bangalore,Capital Markets,Trinkerr is India's first social trading platform.,6600000.0,2021
